id;scenario_id;region;year;input_energy_vector;output_energy_vector;technology;technology_type;parameter_name;value;unit;tags;method;source;comment
399;1;"[""SH""]";2016;uranium;electricity;nuclear;unknown;installed capacity;1410;MW;;;MaStR2021;
400;1;"[""SH""]";2016;waste;electricity;chp;steam;installed capacity;84.83;MW;;;MaStR2021;
401;1;"[""SL""]";2016;hard coal;electricity;chp;steam;installed capacity;443;MW;;;MaStR2021;
402;1;"[""SL""]";2016;hard coal;electricity;generator;steam;installed capacity;1381.6;MW;;;MaStR2021;added 3681.4 MW to MaStR value in input data plausibility check
403;1;"[""SL""]";2016;light oil;electricity;chp;gas;installed capacity;35.63;MW;;;MaStR2021;
404;1;"[""SL""]";2016;light oil;electricity;generator;gas;installed capacity;17.93;MW;;;MaStR2021;
405;1;"[""SL""]";2016;natural gas;electricity;chp;combined cycle;installed capacity;38.62;MW;;;MaStR2021;
406;1;"[""SL""]";2016;natural gas;electricity;chp;combustion engine;installed capacity;19.12;MW;;;MaStR2021;
407;1;"[""SL""]";2016;natural gas;electricity;chp;gas;installed capacity;98.6;MW;;;MaStR2021;
408;1;"[""SL""]";2016;natural gas;electricity;generator;combustion engine;installed capacity;0.39;MW;;;MaStR2021;
409;1;"[""SL""]";2016;natural gas;electricity;generator;gas;installed capacity;0.03;MW;;;MaStR2021;
410;1;"[""SL""]";2016;waste;electricity;chp;steam;installed capacity;11.6;MW;;;MaStR2021;
411;1;"[""SN""]";2016;light oil;electricity;chp;gas;installed capacity;6.92;MW;;;MaStR2021;
412;1;"[""SN""]";2016;light oil;electricity;generator;gas;installed capacity;74.98;MW;;;MaStR2021;
413;1;"[""SN""]";2016;lignite;electricity;chp;steam;installed capacity;3776.16;MW;;;MaStR2021;
414;1;"[""SN""]";2016;lignite;electricity;generator;steam;installed capacity;630;MW;;;MaStR2021;
415;1;"[""SN""]";2016;natural gas;electricity;chp;combined cycle;installed capacity;383.76;MW;;;MaStR2021;
416;1;"[""SN""]";2016;natural gas;electricity;chp;combustion engine;installed capacity;182.94;MW;;;MaStR2021;
417;1;"[""SN""]";2016;natural gas;electricity;chp;gas;installed capacity;60.31;MW;;;MaStR2021;
418;1;"[""SN""]";2016;natural gas;electricity;generator;combined cycle;installed capacity;0.265;MW;;;MaStR2021;
419;1;"[""SN""]";2016;natural gas;electricity;generator;combustion engine;installed capacity;1.46;MW;;;MaStR2021;
420;1;"[""SN""]";2016;natural gas;electricity;generator;gas;installed capacity;1.13;MW;;;MaStR2021;
421;1;"[""SN""]";2016;waste;electricity;chp;steam;installed capacity;15.7;MW;;;MaStR2021;
422;1;"[""SN""]";2016;waste;electricity;generator;steam;installed capacity;1.71;MW;;;MaStR2021;
423;1;"[""ST""]";2016;light oil;electricity;chp;gas;installed capacity;2.98;MW;;;MaStR2021;
424;1;"[""ST""]";2016;light oil;electricity;generator;gas;installed capacity;181.84;MW;;;MaStR2021;
425;1;"[""ST""]";2016;lignite;electricity;chp;steam;installed capacity;1071.98;MW;;;MaStR2021;
426;1;"[""ST""]";2016;natural gas;electricity;chp;combined cycle;installed capacity;351.38;MW;;;MaStR2021;
427;1;"[""ST""]";2016;natural gas;electricity;chp;combustion engine;installed capacity;77.36;MW;;;MaStR2021;
428;1;"[""ST""]";2016;natural gas;electricity;chp;gas;installed capacity;249.48;MW;;;MaStR2021;
429;1;"[""ST""]";2016;natural gas;electricity;generator;combined cycle;installed capacity;0.01;MW;;;MaStR2021;
430;1;"[""ST""]";2016;natural gas;electricity;generator;combustion engine;installed capacity;9.54;MW;;;MaStR2021;
431;1;"[""ST""]";2016;natural gas;electricity;generator;gas;installed capacity;90.48;MW;;;MaStR2021;
432;1;"[""ST""]";2016;waste;electricity;chp;steam;installed capacity;125.44;MW;;;MaStR2021;
433;1;"[""ST""]";2016;waste;electricity;generator;steam;installed capacity;43.24;MW;;;MaStR2021;
434;1;"[""TH""]";2016;light oil;electricity;chp;gas;installed capacity;1.14;MW;;;MaStR2021;
435;1;"[""TH""]";2016;light oil;electricity;generator;gas;installed capacity;35.43;MW;;;MaStR2021;
436;1;"[""TH""]";2016;lignite;electricity;chp;steam;installed capacity;1.73;MW;;;MaStR2021;
437;1;"[""TH""]";2016;natural gas;electricity;chp;combined cycle;installed capacity;165.63;MW;;;MaStR2021;
438;1;"[""TH""]";2016;natural gas;electricity;chp;combustion engine;installed capacity;61.66;MW;;;MaStR2021;
439;1;"[""TH""]";2016;natural gas;electricity;chp;gas;installed capacity;165.99;MW;;;MaStR2021;
440;1;"[""TH""]";2016;natural gas;electricity;generator;combustion engine;installed capacity;8.25;MW;;;MaStR2021;
441;1;"[""TH""]";2016;natural gas;electricity;generator;gas;installed capacity;0.29;MW;;;MaStR2021;
442;1;"[""TH""]";2016;waste;electricity;chp;steam;installed capacity;17.72;MW;;;MaStR2021;
443;1;"[""BB""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;3.58;MW;;;BNAKWL2021;
444;1;"[""BW""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;684.81;MW;;;BNAKWL2021;
445;1;"[""BY""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;1981.14;MW;;;BNAKWL2021;
446;1;"[""HB""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;10;MW;;;BNAKWL2021;
447;1;"[""HE""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;65.97;MW;;;BNAKWL2021;
448;1;"[""HH""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;0.11;MW;;;BNAKWL2021;
449;1;"[""MV""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;2.96;MW;;;BNAKWL2021;
450;1;"[""NI""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;69.26;MW;;;BNAKWL2021;
451;1;"[""NW""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;150.5;MW;;;BNAKWL2021;
452;1;"[""RP""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;230.66;MW;;;BNAKWL2021;
453;1;"[""SH""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;4.72;MW;;;BNAKWL2021;
454;1;"[""SL""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;11.15;MW;;;BNAKWL2021;
455;1;"[""SN""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;212.91;MW;;;BNAKWL2021;
456;1;"[""ST""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;28.24;MW;;;BNAKWL2021;
457;1;"[""TH""]";2016;water;electricity;hydro turbine;run-of-river;installed capacity;31.96;MW;;;BNAKWL2021;
458;1;"[""BW""]";2016;electricity;electricity;storage;pumped;installed capacity;1873;MW;;;BNAKWL2021;
459;1;"[""BY""]";2016;electricity;electricity;storage;pumped;installed capacity;383;MW;;;BNAKWL2021;
460;1;"[""HE""]";2016;electricity;electricity;storage;pumped;installed capacity;625;MW;;;BNAKWL2021;
461;1;"[""NI""]";2016;electricity;electricity;storage;pumped;installed capacity;220;MW;;;BNAKWL2021;
462;1;"[""NW""]";2016;electricity;electricity;storage;pumped;installed capacity;303;MW;;;BNAKWL2021;
463;1;"[""SH""]";2016;electricity;electricity;storage;pumped;installed capacity;119.1;MW;;;BNAKWL2021;
464;1;"[""SN""]";2016;electricity;electricity;storage;pumped;installed capacity;1085;MW;;;BNAKWL2021;
465;1;"[""ST""]";2016;electricity;electricity;storage;pumped;installed capacity;79.7;MW;;;BNAKWL2021;
466;1;"[""TH""]";2016;electricity;electricity;storage;pumped;installed capacity;1509.4;MW;;;BNAKWL2021;
467;1;"[""BB""]";2016;lignite;unknown;unknown;unknown;natural domestic limit;20363;PJ;;"{""value"": ""linear interpolation based on TUB""}";DEBRRIV2017;
468;1;"[""NI""]";2016;lignite;unknown;unknown;unknown;natural domestic limit;3620;PJ;;"{""value"": ""linear interpolation based on TUB""}";DEBRRIV2017;
469;1;"[""NW""]";2016;lignite;unknown;unknown;unknown;natural domestic limit;465000;PJ;;"{""value"": ""linear interpolation based on TUB""}";DEBRRIV2017;
470;1;"[""SN""]";2016;lignite;unknown;unknown;unknown;natural domestic limit;27600;PJ;;"{""value"": ""linear interpolation based on TUB""}";DEBRRIV2017;
471;1;"[""ST""]";2016;lignite;unknown;unknown;unknown;natural domestic limit;30000;PJ;;"{""value"": ""linear interpolation based on TUB""}";DEBRRIV2017;
472;1;"[""BB""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;35.19;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
473;1;"[""BE""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;0.1;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
474;1;"[""BW""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;54.46;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
475;1;"[""BY""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;102.29;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
476;1;"[""HB""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;0.1;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
477;1;"[""HE""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;25.1;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
478;1;"[""HH""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;0.1;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
479;1;"[""MV""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;41.63;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
480;1;"[""NI""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;51.64;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
481;1;"[""NW""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;68.71;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
482;1;"[""RP""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;21.94;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
483;1;"[""SH""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;21.94;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
484;1;"[""SL""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;1.38;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
485;1;"[""SN""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;26.89;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
486;1;"[""ST""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;16.35;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
487;1;"[""TH""]";2016;biomass;unknown;unknown;unknown;natural domestic limit;27.63;PJ;;"{""value"": ""linear interpolation based on TUB""}";FNR2013;
488;1;"[""DE""]";2016;waste;unknown;unknown;unknown;natural domestic limit;203.94;PJ;;"{""value"": ""linear interpolation based on UmweltBundesamtAbfall2018""}";UmweltBundesamtAbfall2018;
489;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;combustion engine;variable costs;5.4;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
490;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;combustion engine;fixed costs;9950;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
491;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;combustion engine;capital costs;990000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
492;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;combustion engine;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
493;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;combustion engine;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
494;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;combustion engine;output ratio;0.46;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
495;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;light oil;electricity;chp;gas;variable costs;4.48;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
496;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;light oil;electricity;chp;gas;fixed costs;19900;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
497;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;light oil;electricity;chp;gas;capital costs;598000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
498;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;light oil;electricity;chp;gas;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
499;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;light oil;electricity;chp;gas;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
500;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;light oil;electricity;chp;gas;output ratio;0.41;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
501;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;unknown;unknown;unknown;unknown;WACC;0.07;;;"{""value"": ""Assumption""}";;
502;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;solar radiation;electricity;photovoltaics;utility;capital costs;271816.04;€/MW;;"{""value"": ""WebPlotDigitizer""}";Vartiainen2019;CC BY 4.0
503;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;solar radiation;electricity;photovoltaics;utility;fixed costs;6336.34;€/MW/a;;"{""value"": ""WebPlotDigitizer""}";Vartiainen2019;CC BY 4.0
504;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;solar radiation;electricity;photovoltaics;utility;variable costs;0;€/MWh;;"{""value"": ""Assumption""}";;
505;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;solar radiation;electricity;photovoltaics;utility;lifetime;30;years;;;Vartiainen2019;CC BY 4.0
506;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;solar radiation;electricity;photovoltaics;rooftop;capital costs;870000;€/MW;;"{""value"": ""WebPlotDigitizer""}";Vartiainen2019;CC BY 4.0
507;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;solar radiation;electricity;photovoltaics;rooftop;fixed costs;10815;€/MW/a;;"{""value"": ""WebPlotDigitizer""}";Vartiainen2019;CC BY 4.0
508;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;solar radiation;electricity;photovoltaics;rooftop;variable costs;0;€/MWh;;"{""value"": ""Assumption""}";;
509;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;solar radiation;electricity;photovoltaics;rooftop;lifetime;40;years;;;Vartiainen2019;CC BY 4.0
510;1;"[""DE""]";2030;unknown;co2;unknown;unknown;emission costs;70;€/t;;;TUB ;source forthcoming 
511;1;"[""Baltic"",""MV""]";2030;electricity;electricity;transmission;hvac;distance;66.74;km;;"{""value"": ""beeline from wind park to network link on mainland""}";own calculation;
512;1;"[""North"",""NI""]";2030;electricity;electricity;transmission;hvac;distance;104.47;km;;"{""value"": ""beeline from wind park to network link on mainland""}";own calculation;
513;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2030;electricity;electricity;transmission;hvac;capital costs;446.39;€/MW/km;;"{""value"": ""own calculation based on Netzentwicklungsplan""}";NetzPlan19;
514;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2030;electricity;electricity;transmission;hvac;lifetime;40;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ET;p33, main distribution
515;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2030;electricity;electricity;transmission;hvac;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ET;p33, main distribution
516;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""Baltic"",""North""]";2030;electricity;electricity;transmission;hvac;output ratio;0.97;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ET;p29, main distribution
517;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;air;electricity;wind turbine;onshore;capital costs;1040000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p224
518;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;air;electricity;wind turbine;onshore;fixed costs;12600;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p224
519;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;air;electricity;wind turbine;onshore;lifetime;30;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p224
520;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""North"",""Baltic""]";2030;air;electricity;wind turbine;offshore;capital costs;1930000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p245
521;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""North"",""Baltic""]";2030;air;electricity;wind turbine;offshore;fixed costs;36053;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p245
522;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH"",""North"",""Baltic""]";2030;air;electricity;wind turbine;offshore;lifetime;30;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p245
523;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;electricity;electricity;storage;battery;variable costs;1.8;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p181
524;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;electricity;electricity;storage;battery;fixed costs;540;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p181
525;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;electricity;electricity;storage;battery;capital costs;465172.076;€/MWh;;;Schmidt2017;
526;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;electricity;electricity;storage;battery;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p181
527;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;electricity;electricity;storage;battery;input ratio;0.99;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p181
528;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;electricity;electricity;storage;battery;output ratio;0.98;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p181
529;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;electricity;electricity;storage;pumped;variable costs;0;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p123
530;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;electricity;electricity;storage;pumped;fixed costs;22500;€/MW/a;;"{""value"": ""Interpolation 2015-2020, 1.5% of investment""}";DEA2020ES;p123
531;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;electricity;electricity;storage;pumped;capital costs;1500000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p123, depends largely on location <4 M€
532;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;electricity;electricity;storage;pumped;lifetime;50;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020ES;p123
533;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;electricity;electricity;storage;pumped;input ratio;1;;;"{""value"": ""Interpolation 2015-2020, median of given range""}";DEA2020ES;p123
534;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;electricity;electricity;storage;pumped;output ratio;0.75;;;"{""value"": ""Interpolation 2015-2020, median of given range""}";DEA2020ES;p123
535;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;waste;electricity;chp;steam;variable costs;31.3;€/MWh;;"{""value"": ""Interpolation 2015-2020, heat & power costs summed""}";DEA2020;p114, WtE CHP small
536;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;waste;electricity;chp;steam;fixed costs;470600;€/MW/a;;"{""value"": ""Interpolation 2015-2020, heat & power costs summed""}";DEA2020;p114, WtE CHP small
537;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;waste;electricity;chp;steam;capital costs;12200000;€/MW;;"{""value"": ""Interpolation 2015-2020, heat & power costs summed""}";DEA2020;p114, WtE CHP small
538;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;waste;electricity;chp;steam;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p114, WtE CHP small
539;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;waste;electricity;chp;steam;input ratio;1;;;;DEA2020;p114, WtE CHP small
540;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;waste;electricity;chp;steam;output ratio;0.23;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p114, WtE CHP small
541;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;waste;electricity;generator;steam;variable costs;25.4;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p114, WtE CHP small
542;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;waste;electricity;generator;steam;fixed costs;382000;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p114, WtE CHP small
543;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2030;waste;electricity;generator;steam;capital costs;9900000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p114, WtE CHP small
