id;scenario_id;region;year;input_energy_vector;output_energy_vector;technology;technology_type;parameter_name;value;unit;tags;method;source;comment
88;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;heat;electricity;geothermal;unknown;lifetime;30;years;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
89;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;heat;electricity;geothermal;unknown;input ratio;1;;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
90;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;heat;electricity;geothermal;unknown;output ratio;0.23;;;"{""value"": ""Interpolation 2013-2020""}";ETRI2014;p29
91;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;gas;variable costs;6;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
92;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;gas;fixed costs;6500;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
93;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;gas;capital costs;507000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
94;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;gas;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
95;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;gas;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
96;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;gas;output ratio;0.48;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p393, Natural Gas Engine Plant
97;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;gas;variable costs;4.48;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
98;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;gas;fixed costs;19900;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
99;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;gas;capital costs;598000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
100;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;gas;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
101;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;gas;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
102;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;gas;output ratio;0.41;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p64, Gas Turbine, Simple-Cycle
103;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;combined cycle;variable costs;4.48;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, extraction plant
104;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;combined cycle;fixed costs;29860;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, extraction plant
105;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;combined cycle;capital costs;896000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, extraction plant
106;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;combined cycle;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, extraction plant
107;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;combined cycle;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, extraction plant
108;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;combined cycle;output ratio;0.58;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, extraction plant
109;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combined cycle;variable costs;4.48;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, backpressure
110;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combined cycle;fixed costs;29860;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, backpressure
111;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combined cycle;capital costs;1300000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, backpressure
112;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combined cycle;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, backpressure
113;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combined cycle;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, backpressure
114;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combined cycle;output ratio;0.5;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p71, Gas turbine, combined cycle, backpressure
115;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combustion engine;variable costs;5.4;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
116;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combustion engine;fixed costs;9950;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
117;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combustion engine;capital costs;990000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
118;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combustion engine;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
119;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combustion engine;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
120;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combustion engine;output ratio;0.46;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p79, 06 Spark ignition engine, natural gas
121;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;biogas;electricity;generator;combustion engine;variable costs;7.9;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p80, 06 Spark ignition engine, biogas
122;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;biogas;electricity;generator;combustion engine;fixed costs;9950;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p80, 06 Spark ignition engine, biogas
123;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;biogas;electricity;generator;combustion engine;capital costs;990000;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p80, 06 Spark ignition engine, biogas
124;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;biogas;electricity;generator;combustion engine;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p80, 06 Spark ignition engine, biogas
125;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;biogas;electricity;generator;combustion engine;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p80, 06 Spark ignition engine, biogas
126;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;biogas;electricity;generator;combustion engine;output ratio;0.42;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p80, 06 Spark ignition engine, biogas
127;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;uranium;electricity;nuclear;unknown;variable costs;8;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";ETRI2014;p57, Generation II LWR
128;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;uranium;electricity;nuclear;unknown;fixed costs;106457.14;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";ETRI2014;p57, Generation II LWR
129;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;uranium;electricity;nuclear;unknown;capital costs;4435714.29;€/MW;;"{""value"": ""Interpolation 2015-2020""}";ETRI2014;p58, Generation III Light Water Reacto
130;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;uranium;electricity;nuclear;unknown;lifetime;44.29;years;;"{""value"": ""Interpolation 2015-2020""}";ETRI2014;p57, Generation II LWR
131;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;uranium;electricity;nuclear;unknown;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";ETRI2014;p57, Generation II LWR
132;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;uranium;electricity;nuclear;unknown;output ratio;0.33;;;"{""value"": ""Interpolation 2015-2020""}";ETRI2014;p57, Generation II LWR
133;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;light oil;electricity;generator;gas;variable costs;4.5;€/MWh;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p404, Open cycle gas turbine - light fuel oil
134;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;light oil;electricity;generator;gas;fixed costs;8068;€/MW/a;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p404, Open cycle gas turbine - light fuel oil
135;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;light oil;electricity;generator;gas;capital costs;387600;€/MW;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p404, Open cycle gas turbine - light fuel oil
136;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;light oil;electricity;generator;gas;lifetime;25;years;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p404, Open cycle gas turbine - light fuel oil
137;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;light oil;electricity;generator;gas;input ratio;1;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p404, Open cycle gas turbine - light fuel oil
138;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;light oil;electricity;generator;gas;output ratio;0.4;;;"{""value"": ""Interpolation 2015-2020""}";DEA2020;p404, Open cycle gas turbine - light fuel oil
139;1;"[""BB""]";2016;biogas;electricity;generator;combustion engine;installed capacity;264;MW;;;ErneuerbareEnergiena;
140;1;"[""BE""]";2016;biogas;electricity;generator;combustion engine;installed capacity;1;MW;;;ErneuerbareEnergiena;
141;1;"[""BW""]";2016;biogas;electricity;generator;combustion engine;installed capacity;408;MW;;;ErneuerbareEnergiena;
142;1;"[""BY""]";2016;biogas;electricity;generator;combustion engine;installed capacity;1097;MW;;;ErneuerbareEnergiena;
143;1;"[""HB""]";2016;biogas;electricity;generator;combustion engine;installed capacity;3;MW;;;ErneuerbareEnergiena;
144;1;"[""HE""]";2016;biogas;electricity;generator;combustion engine;installed capacity;125;MW;;;ErneuerbareEnergiena;
145;1;"[""HH""]";2016;biogas;electricity;generator;combustion engine;installed capacity;3;MW;;;ErneuerbareEnergiena;
146;1;"[""MV""]";2016;biogas;electricity;generator;combustion engine;installed capacity;274;MW;;;ErneuerbareEnergiena;
147;1;"[""NI""]";2016;biogas;electricity;generator;combustion engine;installed capacity;1125;MW;;;ErneuerbareEnergiena;
148;1;"[""NW""]";2016;biogas;electricity;generator;combustion engine;installed capacity;418;MW;;;ErneuerbareEnergiena;
149;1;"[""RP""]";2016;biogas;electricity;generator;combustion engine;installed capacity;78;MW;;;ErneuerbareEnergiena;
150;1;"[""SH""]";2016;biogas;electricity;generator;combustion engine;installed capacity;392;MW;;;ErneuerbareEnergiena;
151;1;"[""SL""]";2016;biogas;electricity;generator;combustion engine;installed capacity;6;MW;;;ErneuerbareEnergiena;
152;1;"[""SN""]";2016;biogas;electricity;generator;combustion engine;installed capacity;159;MW;;;ErneuerbareEnergiena;
153;1;"[""ST""]";2016;biogas;electricity;generator;combustion engine;installed capacity;230;MW;;;ErneuerbareEnergiena;
154;1;"[""TH""]";2016;biogas;electricity;generator;combustion engine;installed capacity;127;MW;;;ErneuerbareEnergiena;
155;1;"[""BB""]";2016;biomass;electricity;generator;steam;installed capacity;428;MW;;;ErneuerbareEnergien;
156;1;"[""BE""]";2016;biomass;electricity;generator;steam;installed capacity;45;MW;;;ErneuerbareEnergien;
157;1;"[""BW""]";2016;biomass;electricity;generator;steam;installed capacity;759;MW;;;ErneuerbareEnergien;
158;1;"[""BY""]";2016;biomass;electricity;generator;steam;installed capacity;1479;MW;;;ErneuerbareEnergien;
159;1;"[""HB""]";2016;biomass;electricity;generator;steam;installed capacity;7;MW;;;ErneuerbareEnergien;
160;1;"[""HE""]";2016;biomass;electricity;generator;steam;installed capacity;249;MW;;;ErneuerbareEnergien;
161;1;"[""HH""]";2016;biomass;electricity;generator;steam;installed capacity;40;MW;;;ErneuerbareEnergien;
162;1;"[""MV""]";2016;biomass;electricity;generator;steam;installed capacity;344;MW;;;ErneuerbareEnergien;
163;1;"[""NI""]";2016;biomass;electricity;generator;steam;installed capacity;1391;MW;;;ErneuerbareEnergien;
164;1;"[""NW""]";2016;biomass;electricity;generator;steam;installed capacity;751;MW;;;ErneuerbareEnergien;
165;1;"[""RP""]";2016;biomass;electricity;generator;steam;installed capacity;160;MW;;;ErneuerbareEnergien;
166;1;"[""SH""]";2016;biomass;electricity;generator;steam;installed capacity;438;MW;;;ErneuerbareEnergien;
167;1;"[""SL""]";2016;biomass;electricity;generator;steam;installed capacity;20;MW;;;ErneuerbareEnergien;
168;1;"[""SN""]";2016;biomass;electricity;generator;steam;installed capacity;272;MW;;;ErneuerbareEnergien;
169;1;"[""ST""]";2016;biomass;electricity;generator;steam;installed capacity;440;MW;;;ErneuerbareEnergien;
170;1;"[""TH""]";2016;biomass;electricity;generator;steam;installed capacity;248;MW;;;ErneuerbareEnergien;
171;1;"[""BB""]";2016;electricity;electricity;storage;battery;installed capacity;17.8;MW;"{""value"": ""li-ion Utility""}";;Stenzel2020;
172;1;"[""BE""]";2016;electricity;electricity;storage;battery;installed capacity;3.2;MW;"{""value"": ""li-ion Utility""}";;Stenzel2020;
173;1;"[""BY""]";2016;electricity;electricity;storage;battery;installed capacity;1.3;MW;"{""value"": ""li-ion Utility""}";;Stenzel2020;
174;1;"[""MV""]";2016;electricity;electricity;storage;battery;installed capacity;5;MW;"{""value"": ""li-ion Utility""}";;Stenzel2020;
175;1;"[""NW""]";2016;electricity;electricity;storage;battery;installed capacity;0.25;MW;"{""value"": ""li-ion Utility""}";;Stenzel2020;
176;1;"[""SH""]";2016;electricity;electricity;storage;battery;installed capacity;3.6;MW;"{""value"": ""li-ion Utility""}";;Stenzel2020;
177;1;"[""SL""]";2016;electricity;electricity;storage;battery;installed capacity;1;MW;"{""value"": ""li-ion Utility""}";;Stenzel2020;
178;1;"[""SN""]";2016;electricity;electricity;storage;battery;installed capacity;2;MW;"{""value"": ""li-ion Utility""}";;Stenzel2020;
179;1;"[""ST""]";2016;electricity;electricity;storage;battery;installed capacity;1;MW;"{""value"": ""li-ion Utility""}";;Stenzel2020;
180;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;hard coal;electricity;generator;steam;emission factor;0.34;tCO2/MWh;;;UmweltbundesamtEmissions2019;CO2 emission factor list for energy & industrial processes (line 6)
181;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;hard coal;electricity;chp;steam;emission factor;0.34;tCO2/MWh;;;UmweltbundesamtEmissions2019;CO2 emission factor list for energy & industrial processes (line 6)
182;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;lignite;electricity;generator;steam;emission factor;0.4;tCO2/MWh;;;UmweltbundesamtEmissions2019;CO2 emission factor list for energy & industrial processes (mean value Rhineland and Laustiz, line 26 and 29)
183;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;lignite;electricity;chp;steam;emission factor;0.4;tCO2/MWh;;;UmweltbundesamtEmissions2019;CO2 emission factor list for energy & industrial processes (mean value Rhineland and Laustiz, line 26 and 29)
184;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;gas;emission factor;0.2;tCO2/MWh;;;UmweltbundesamtEmissions2019;CO2 emission factor list for energy & industrial processes (line 86)
185;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;generator;combined cycle;emission factor;0.2;tCO2/MWh;;;UmweltbundesamtEmissions2019;CO2 emission factor list for energy & industrial processes (line 86)
186;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;gas;emission factor;0.2;tCO2/MWh;;;UmweltbundesamtEmissions2019;CO2 emission factor list for energy & industrial processes (line 86)
187;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combined cycle;emission factor;0.2;tCO2/MWh;;;UmweltbundesamtEmissions2019;CO2 emission factor list for energy & industrial processes (line 86)
188;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;natural gas;electricity;chp;combustion engine;emission factor;0.2;tCO2/MWh;;;UmweltbundesamtEmissions2019;CO2 emission factor list for energy & industrial processes (line 86)
189;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;light oil;electricity;generator;gas;emission factor;0.23;tCO2/MWh;;;UmweltbundesamtEmissions2019;CO2 emission factor list for energy & industrial processes (line 56)
190;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;biogas;electricity;generator;combustion engine;emission factor;0;tCO2/MWh;;;Annahme: kleiner Kohlenstoffkreislauf;
191;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;biomass;electricity;generator;steam;emission factor;0;tCO2/MWh;;;Annahme: kleiner Kohlenstoffkreislauf;
192;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;uranium;electricity;nuclear;unknown;emission factor;0;tCO2/MWh;;"{""value"": ""Assumption""}";;
193;1;"[""BB"",""BE"",""BW"",""BY"",""HB"",""HE"",""HH"",""MV"",""NI"",""NW"",""RP"",""SH"",""SL"",""SN"",""ST"",""TH""]";2016;waste;electricity;generator;steam;emission factor;0.33;tCO2/MWh;;"{""value"": ""own calculation, weighted average of German waste composition for energy use""}";UmweltbundesamtEmissions2019;
